dataset_id,paper1_id,paper2_id,paper1_title,paper2_title,paper1_decision,paper2_decision,ai_winner_id,human_majority_winner_id,n_ai_judges,n_human_experts,human_has_preference
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,6fa13fdd-de20-48c3-a5fe-2222576aae30,SFS: Smarter Code Space Search improves LLM Inference Scaling,Combining Induction and Transduction for Abstract Reasoning,Poster,Poster,6fa13fdd-de20-48c3-a5fe-2222576aae30,tie,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,743aa76d-76f6-4f2d-ba22-91b27be28290,SFS: Smarter Code Space Search improves LLM Inference Scaling,Execution-guided within-prompt search for programming-by-example,Poster,Poster,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,7f0424a0-1636-4645-82bb-6e658bafdf0f,SFS: Smarter Code Space Search improves LLM Inference Scaling,SecCodePLT: A Unified Platform for Evaluating the Security of Code GenAI,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,85c30abe-30af-4c61-9764-853078b6ba29,SFS: Smarter Code Space Search improves LLM Inference Scaling,SWE-Bench+: Enhanced Coding Benchmark for LLMs,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,8a45fb2e-3d14-4d00-aea3-ed375c4791e5,SFS: Smarter Code Space Search improves LLM Inference Scaling,Effi-Code: Unleashing Code Efficiency in Language Models,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,9fa54db4-663d-4d79-b31f-8b8089aa5a91,SFS: Smarter Code Space Search improves LLM Inference Scaling,BigCodeBench: Benchmarking Code Generation with Diverse Function Calls and Complex Instructions,Poster,Oral,9fa54db4-663d-4d79-b31f-8b8089aa5a91,9fa54db4-663d-4d79-b31f-8b8089aa5a91,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,a1ea26f9-c8cd-4c68-b6d2-259ac76f7915,SFS: Smarter Code Space Search improves LLM Inference Scaling,CodeIt: Abstract Reasoning with Iterative Policy-Guided Program Synthesis,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,a5ef4712-caba-47bd-9725-e65d9ab295c3,SFS: Smarter Code Space Search improves LLM Inference Scaling,Improve Code Generation with Feedback,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,a73bdbda-cd41-4e7a-9313-da3805243655,SFS: Smarter Code Space Search improves LLM Inference Scaling,Selective Prompt Anchoring for Code Generation,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,a782da4c-9ba1-4d89-9ac4-cd4771b0a61e,SFS: Smarter Code Space Search improves LLM Inference Scaling,Program Synthesis Benchmark for Visual Programming in XLogoOnline Environment,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,5,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,a7dd8a0b-3deb-46d3-8ec2-8b437a5d784c,SFS: Smarter Code Space Search improves LLM Inference Scaling,Generating CAD Code with Vision-Language Models for 3D Designs,Poster,Poster,0168b1d1-dde7-44d5-94ec-0af00266fa86,tie,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,a83ff807-fa8c-4ff7-83e8-9e016de80a8a,SFS: Smarter Code Space Search improves LLM Inference Scaling,Arctic-SnowCoder: Demystifying High-Quality Data in Code Pretraining,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,a95e6d60-ed6c-4b78-90d0-f3855564028b,SFS: Smarter Code Space Search improves LLM Inference Scaling,CodeUpdateArena: Benchmarking Knowledge Editing on API Updates,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,5,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,aa2ad91e-bfe3-4661-8d4c-64f3e1b2c9b5,SFS: Smarter Code Space Search improves LLM Inference Scaling,Learning Performance-Improving Code Edits,Poster,Spotlight,aa2ad91e-bfe3-4661-8d4c-64f3e1b2c9b5,aa2ad91e-bfe3-4661-8d4c-64f3e1b2c9b5,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,b298da5f-1522-44b5-993a-501a758fa43d,SFS: Smarter Code Space Search improves LLM Inference Scaling,$\mathcal{B}$-Coder: Value-Based Deep Reinforcement Learning for Program Synthesis,Poster,Spotlight,0168b1d1-dde7-44d5-94ec-0af00266fa86,b298da5f-1522-44b5-993a-501a758fa43d,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,c0b367d7-5bf2-4272-8d65-879427f5de7a,SFS: Smarter Code Space Search improves LLM Inference Scaling,How efficient is LLM-generated code? A rigorous & high-standard benchmark,Poster,Poster,c0b367d7-5bf2-4272-8d65-879427f5de7a,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,c59932aa-17f2-48d0-bb28-439f922df52d,SFS: Smarter Code Space Search improves LLM Inference Scaling,ChartMimic: Evaluating LMM's Cross-Modal Reasoning Capability via Chart-to-Code Generation,Poster,Poster,0168b1d1-dde7-44d5-94ec-0af00266fa86,c59932aa-17f2-48d0-bb28-439f922df52d,2,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,d1cba236-0c3c-4cb0-9140-62ac3aff4398,SFS: Smarter Code Space Search improves LLM Inference Scaling,LILO: Learning Interpretable Libraries by Compressing and Documenting Code,Poster,Poster,d1cba236-0c3c-4cb0-9140-62ac3aff4398,d1cba236-0c3c-4cb0-9140-62ac3aff4398,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,d95b1a61-59dd-4516-b0dd-710958d283a2,SFS: Smarter Code Space Search improves LLM Inference Scaling,AutoCoder: Enhancing Code Large Language Model with AIEV-INSTRUCT,Poster,Reject,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,ec96e2b4-3ceb-460c-abd7-687de1ac099a,SFS: Smarter Code Space Search improves LLM Inference Scaling,Searching Strengthens Large Language Models in Finding Bugs of Deep Learning Libraries,Poster,Withdrawn,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,0168b1d1-dde7-44d5-94ec-0af00266fa86,f2c11386-62ec-492f-8105-bca6393b8fd5,SFS: Smarter Code Space Search improves LLM Inference Scaling,Leveraging Print Debugging to Improve Code Generation in Large Language Models,Poster,Withdrawn,0168b1d1-dde7-44d5-94ec-0af00266fa86,0168b1d1-dde7-44d5-94ec-0af00266fa86,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,05307df8-93f6-427d-b007-ab5d7c53a87f,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Improving AI via Novel Computational Models and Programming Challenges,Withdrawn,Withdrawn,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,0fc5cd43-512d-46d4-97df-d39bcbc87ffa,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Planning Anything with Rigor: General-Purpose Zero-Shot Planning with LLM-based Formalized Programming,Withdrawn,Poster,0fc5cd43-512d-46d4-97df-d39bcbc87ffa,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,0ffcc351-0762-4faf-ab2b-3266b780530f,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Let the Code LLM Edit Itself When You Edit the Code,Withdrawn,Poster,0ffcc351-0762-4faf-ab2b-3266b780530f,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,106cb241-b579-4f80-9ff7-46a7293fc058,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Instruct2Act: Mapping Multi-modality Instructions to Robotic Arm Actions with Large Language Model,Withdrawn,Reject,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,25837c15-5dce-42e0-85f8-bfbc4f24dab1,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,VersiCode: Towards Version-controllable Code Generation,Withdrawn,Reject,25837c15-5dce-42e0-85f8-bfbc4f24dab1,25837c15-5dce-42e0-85f8-bfbc4f24dab1,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,394bf535-f448-4946-9af1-de311b5b4539,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Does Instruction Tuning Reduce Diversity? A Case Study Using Code Generation,Withdrawn,Reject,394bf535-f448-4946-9af1-de311b5b4539,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,3d50d413-563c-4c34-ba99-35d8b9861a9b,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,ML-Bench: Evaluating Large Language Models for Code Generation in Repository-Level Machine Learning Tasks,Withdrawn,Reject,3d50d413-563c-4c34-ba99-35d8b9861a9b,3d50d413-563c-4c34-ba99-35d8b9861a9b,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,4178bb16-2ad2-460d-9fca-7f718143fde3,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Enhancing Large Language Models in Coding Through Multi-Perspective Self-Consistency,Withdrawn,Reject,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,4459372c-84b6-48e3-9889-b952594c1813,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,ExeDec: Execution Decomposition for Compositional Generalization in Neural Program Synthesis,Withdrawn,Oral,4459372c-84b6-48e3-9889-b952594c1813,4459372c-84b6-48e3-9889-b952594c1813,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,4cf8c147-0103-4873-b9f8-84d572bc7f97,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Coarse-Tuning Models of Code with Reinforcement Learning Feedback,Withdrawn,Reject,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,6e7fdf86-2a1b-48f3-a377-f6b9ee2ff398,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Beyond Correctness: Benchmarking Multi-dimensional Code Generation for Large Language Models,Withdrawn,Withdrawn,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,6fa13fdd-de20-48c3-a5fe-2222576aae30,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Combining Induction and Transduction for Abstract Reasoning,Withdrawn,Poster,6fa13fdd-de20-48c3-a5fe-2222576aae30,6fa13fdd-de20-48c3-a5fe-2222576aae30,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,74b4b48f-fe31-4dec-966a-2c68cd29fb5a,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,MathCoder: Seamless Code Integration in LLMs for Enhanced Mathematical Reasoning,Withdrawn,Poster,74b4b48f-fe31-4dec-966a-2c68cd29fb5a,74b4b48f-fe31-4dec-966a-2c68cd29fb5a,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,84de18fb-6195-4772-a22e-f58607fe5068,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Algorithmic Language Models with Neurally Compiled Libraries,Withdrawn,Reject,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,a0bb7e32-e7e7-4eb0-a8e0-4f49ce80390f,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,Withdrawn,Poster,a0bb7e32-e7e7-4eb0-a8e0-4f49ce80390f,a0bb7e32-e7e7-4eb0-a8e0-4f49ce80390f,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,a0f94013-f4af-4f99-b360-6f1925ea5ce0,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Batched Low-Rank Adaptation of Foundation Models,Withdrawn,Oral,a0f94013-f4af-4f99-b360-6f1925ea5ce0,a0f94013-f4af-4f99-b360-6f1925ea5ce0,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,a5ef4712-caba-47bd-9725-e65d9ab295c3,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Improve Code Generation with Feedback,Withdrawn,Reject,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,a7dd8a0b-3deb-46d3-8ec2-8b437a5d784c,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Generating CAD Code with Vision-Language Models for 3D Designs,Withdrawn,Poster,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,a7dd8a0b-3deb-46d3-8ec2-8b437a5d784c,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,b156aeed-6839-4d29-9ad9-c88efc60a30b,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,CodeDPO: Aligning Code Models with Self Generated and Verified Source Code,Withdrawn,Reject,b156aeed-6839-4d29-9ad9-c88efc60a30b,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,b3f9d9e3-21e2-4c7c-b2f2-d0af0d59f815,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Enhancing Cross-Lingual and Cross-Domain Adaptability in Large Language Models for Software Engineering,Withdrawn,Reject,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,b5b7a624-07ec-435b-a3f8-63635d23d7dc,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Revisit Self-Debugging with Self-Generated Tests for Code Generation,Withdrawn,Reject,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,b5b7a624-07ec-435b-a3f8-63635d23d7dc,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,c59932aa-17f2-48d0-bb28-439f922df52d,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,ChartMimic: Evaluating LMM's Cross-Modal Reasoning Capability via Chart-to-Code Generation,Withdrawn,Poster,c59932aa-17f2-48d0-bb28-439f922df52d,c59932aa-17f2-48d0-bb28-439f922df52d,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,c9881514-f638-4b02-a8f2-464b118aae5b,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Spider 2.0: Evaluating Language Models on Real-World Enterprise Text-to-SQL Workflows,Withdrawn,Oral,c9881514-f638-4b02-a8f2-464b118aae5b,c9881514-f638-4b02-a8f2-464b118aae5b,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,d0680b4e-9428-4a20-b9e3-b49c02c25c24,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Beyond Accuracy: Evaluating Self-Consistency of Code Large Language Models with IdentityChain,Withdrawn,Poster,d0680b4e-9428-4a20-b9e3-b49c02c25c24,d0680b4e-9428-4a20-b9e3-b49c02c25c24,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,d95b1a61-59dd-4516-b0dd-710958d283a2,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,AutoCoder: Enhancing Code Large Language Model with AIEV-INSTRUCT,Withdrawn,Reject,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,e5d122db-683f-4371-a953-eda13c9dd2c8,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis",Withdrawn,Oral,e5d122db-683f-4371-a953-eda13c9dd2c8,e5d122db-683f-4371-a953-eda13c9dd2c8,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,e890bd22-3996-49ba-a129-c6bd5adff3e0,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,"LARG2, Language-based Automatic Reward and Goal Generation",Withdrawn,Reject,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,1,4,True
iclr-codegen,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,fa7f119e-6b0a-4de1-8567-965eca1066fc,$\textbf{PLUM}$: Improving Code LMs Using On-Policy Preference Learning Powered by Automatic Test Cases,Unmasking the Version-Switching Capabilities of Code Generation Models,Withdrawn,Withdrawn,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,2,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,05307df8-93f6-427d-b007-ab5d7c53a87f,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,Improving AI via Novel Computational Models and Programming Challenges,Reject,Withdrawn,05307df8-93f6-427d-b007-ab5d7c53a87f,05307df8-93f6-427d-b007-ab5d7c53a87f,1,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,09714f54-8e04-4e00-9305-6d9b258bb16f,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,Can Models Help us Create Better Models? Evaluating LLMs as Data Scientists,Reject,Reject,09714f54-8e04-4e00-9305-6d9b258bb16f,09714f54-8e04-4e00-9305-6d9b258bb16f,1,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,0fc5cd43-512d-46d4-97df-d39bcbc87ffa,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,Planning Anything with Rigor: General-Purpose Zero-Shot Planning with LLM-based Formalized Programming,Reject,Poster,0fc5cd43-512d-46d4-97df-d39bcbc87ffa,0fc5cd43-512d-46d4-97df-d39bcbc87ffa,1,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,106cb241-b579-4f80-9ff7-46a7293fc058,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,Instruct2Act: Mapping Multi-modality Instructions to Robotic Arm Actions with Large Language Model,Reject,Reject,106cb241-b579-4f80-9ff7-46a7293fc058,106cb241-b579-4f80-9ff7-46a7293fc058,1,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,198d62dc-5065-4d82-a511-45b804cf213a,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,BioCoder: A Benchmark for Bioinformatics Code Generation with Contextual Pragmatic Knowledge,Reject,Reject,198d62dc-5065-4d82-a511-45b804cf213a,198d62dc-5065-4d82-a511-45b804cf213a,1,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,25837c15-5dce-42e0-85f8-bfbc4f24dab1,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,VersiCode: Towards Version-controllable Code Generation,Reject,Reject,25837c15-5dce-42e0-85f8-bfbc4f24dab1,25837c15-5dce-42e0-85f8-bfbc4f24dab1,1,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,4178bb16-2ad2-460d-9fca-7f718143fde3,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,Enhancing Large Language Models in Coding Through Multi-Perspective Self-Consistency,Reject,Reject,4178bb16-2ad2-460d-9fca-7f718143fde3,4178bb16-2ad2-460d-9fca-7f718143fde3,1,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,4cf8c147-0103-4873-b9f8-84d572bc7f97,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,Coarse-Tuning Models of Code with Reinforcement Learning Feedback,Reject,Reject,4cf8c147-0103-4873-b9f8-84d572bc7f97,4cf8c147-0103-4873-b9f8-84d572bc7f97,1,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,74b4b48f-fe31-4dec-966a-2c68cd29fb5a,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,MathCoder: Seamless Code Integration in LLMs for Enhanced Mathematical Reasoning,Reject,Poster,74b4b48f-fe31-4dec-966a-2c68cd29fb5a,74b4b48f-fe31-4dec-966a-2c68cd29fb5a,1,4,True
iclr-codegen,0485dfce-c182-4ffc-88ba-43e75aabd4af,7f0424a0-1636-4645-82bb-6e658bafdf0f,A Dual-Modal Framework Utilizing Visual Prompts for Enhanced Patch Analysis,SecCodePLT: A Unified Platform for Evaluating the Security of Code GenAI,Reject,Reject,7f0424a0-1636-4645-82bb-6e658bafdf0f,7f0424a0-1636-4645-82bb-6e658bafdf0f,1,4,True
