id,dataset_id,paper1_id,paper2_id,winner_id,judge_provider,judge_model,reasoning,created_at
e8ba10b9-d506-43f9-9337-67a211dae7bc,iclr-codegen,3d50d413-563c-4c34-ba99-35d8b9861a9b,016a49b9-a3e4-4521-bbd9-c214bd08b8e2,3d50d413-563c-4c34-ba99-35d8b9861a9b,gemini,gemini-3-pro-preview,"Experts would prefer 'ML-Bench' because it introduces a novel evaluation paradigm for a currently critical problem: the ability of AI agents to utilize existing repositories rather than just generating isolated code snippets. While 'PLUM' offers a solid, practical framework for improving code models via preference learning, its approach combines existing techniques (test case generation + DPO/KTO) with relatively modest gains on standard benchmarks. In contrast, ML-Bench fills a significant gap in the evaluation landscape between function-level benchmarks (HumanEval) and general software engineering benchmarks (SWE-Bench) by targeting the specific, high-value workflow of ML practitioners. Benchmarks historically drive field-wide progress more durably than incremental training improvements, and ML-Bench's focus on environment setup and repository interaction positions it well to influence the next generation of coding agents.",2026-02-28T09:29:03.903093+00:00
0c7e3b26-7b43-4f1f-a584-03d95391f69d,iclr-codegen,aa2ad91e-bfe3-4661-8d4c-64f3e1b2c9b5,4459372c-84b6-48e3-9889-b952594c1813,aa2ad91e-bfe3-4661-8d4c-64f3e1b2c9b5,gemini,gemini-3-pro-preview,"While Paper 2 offers a valuable theoretical framework for compositional generalization, Paper 1 (PIE) tackles a more immediate, high-value problem with greater potential for broad adoption. The optimization of software performance is a critical challenge in the post-Moore's Law era. Paper 1's methodological contribution—using the gem5 simulator to eliminate benchmarking noise—establishes a new standard for reliability in empirical software engineering research, solving a pervasive problem that plagues this field. Its dataset and framework are likely to become a primary benchmark for the rapidly growing subfield of LLM-based code optimization. In contrast, Paper 2 is restricted to synthetic DSLs, limiting its immediate transferability to real-world engineering contexts compared to Paper 1's direct applicability to C++.",2026-02-28T09:29:04.295255+00:00
33a86ca0-9b84-4e6d-8e84-2a3914ddb014,iclr-codegen,a0bb7e32-e7e7-4eb0-a8e0-4f49ce80390f,6a763b58-d617-413a-a49e-44641eccd964,a0bb7e32-e7e7-4eb0-a8e0-4f49ce80390f,anthropic,claude-opus-4-6,"L2MAC presents a more novel architectural contribution—the first practical LLM-based von Neumann architecture for long output generation—with stronger methodological rigor (10 seeds, confidence intervals, human validation, extensive ablations). Its conceptual framework (three design properties, instruction registry + file store + control unit) provides organizing principles for the rapidly growing LLM-agent field. The empirical margins are large and well-validated. RLSF, while practically useful across multiple domains, is more incremental—it applies standard PPO with a modified (token-level) reward signal, requiring domain-specific reward engineering for each application. RLSF also lacks theoretical justification, statistical significance tests, and comparisons with recent RLHF alternatives (DPO, RLAIF). L2MAC's broader applicability to multi-agent systems and its influence on the autonomous coding agent paradigm give it wider cross-field impact.",2026-02-28T09:29:04.707348+00:00
d72d9245-09bc-4dc6-aa89-e4f59a71b67b,iclr-codegen,c0b367d7-5bf2-4272-8d65-879427f5de7a,4178bb16-2ad2-460d-9fca-7f718143fde3,c0b367d7-5bf2-4272-8d65-879427f5de7a,anthropic,claude-opus-4-6,"Paper 1 (ENAMEL) addresses a more fundamental and underexplored gap in LLM evaluation—code efficiency rather than just correctness—with a principled statistical framework (eff@k metric, Rao-Blackwellization, right-censored time handling) that has broader methodological implications. It introduces infrastructure likely to become a standard benchmark, influencing how future code LLMs are trained and evaluated. Paper 2 (MPSC) is a well-executed inference-time improvement method but is more incremental over prior work (CodeT, self-consistency) and faces practical limitations (high computational cost, code-specific deterministic consistency). ENAMEL's findings—that LLMs achieve high correctness but poor efficiency—reveal a fundamental capability gap with direct implications for production deployment, model training objectives, and benchmark design across the field. Its statistical contributions also transfer to other domains with censored performance metrics.",2026-02-28T09:29:05.467367+00:00
62840185-a630-41f1-8c3a-8b35018475a5,iclr-codegen,e5d122db-683f-4371-a953-eda13c9dd2c8,8a45fb2e-3d14-4d00-aea3-ed375c4791e5,e5d122db-683f-4371-a953-eda13c9dd2c8,anthropic,claude-opus-4-6,"WebAgent makes substantially more novel contributions across multiple dimensions: a new architecture (HTML-T5) with principled structural inductive biases for HTML understanding, a modular agent design combining specialized and general-purpose LLMs, and evaluation on real-world websites rather than just benchmarks. It achieves SOTA on multiple benchmarks (MiniWoB++, Mind2Web) and demonstrates 50%+ improvement on real websites. The architectural insights (local-global attention for tree structures, long-span denoising for HTML) provide transferable design principles for structured document domains. Published at ICLR 2024, it shaped the rapidly evolving LLM-agent landscape. In contrast, Effi-Code is primarily a dataset engineering contribution that combines existing components (SOAP, standard fine-tuning) without fundamental methodological novelty, and its core claims are weakened by confounded correctness/efficiency gains and limited benchmark evaluation.",2026-02-28T09:29:06.352783+00:00
c12b31a9-40d5-486e-bcf0-c5b43cb33228,iclr-codegen,c9881514-f638-4b02-a8f2-464b118aae5b,ec96e2b4-3ceb-460c-abd7-687de1ac099a,c9881514-f638-4b02-a8f2-464b118aae5b,openai,gpt-5.2,"Paper 1 (Spider 2.0) is likely to have higher scientific impact because it introduces a broadly useful, timely benchmark that redefines evaluation for an entire subfield (text-to-SQL and agentic data workflows), exposing a large capability gap (e.g., ~21% vs ~91% on prior Spider) and providing substantial headroom that can steer research for years. Its design captures real enterprise constraints (cloud warehouses, huge schemas, multi-dialect, multi-query workflows, external docs/codebases), making progress highly transferable to real deployments and adjacent agent evaluation. Methodologically, the dataset construction and validation pipeline plus execution-based metrics and extensive model/agent comparisons support rigor. Paper 2 (EvAFuzz) has clear applied value but appears more incremental, with confounded baseline comparisons and modest absolute gains (9 vs 7 crashes), limiting breadth and perceived novelty.",2026-02-28T09:29:07.034161+00:00
2cf52f55-e7c0-4a8c-8606-36f8ab48b621,iclr-codegen,8a45fb2e-3d14-4d00-aea3-ed375c4791e5,fb4ea0b9-b036-44a8-b816-5d429e092bf5,8a45fb2e-3d14-4d00-aea3-ed375c4791e5,openai,gpt-5.2,"Paper 1 has higher likely scientific impact because it targets a timely, widely deployed setting (LLM code generation in real software workflows) and offers a scalable, model-agnostic dataset/pipeline that can transfer efficiency awareness via standard fine-tuning across multiple open-source LLMs. It presents broader evaluation across models, sizes, metrics, and robustness conditions, and its applications (reduced compute cost/latency/energy in production code) are immediately relevant. While Effi-Code’s novelty is mainly dataset engineering and some gains may be confounded with general instruction tuning, the work still fits current industry/research trajectories and could be adopted or extended by many groups. Paper 2’s claims rest on narrow, simple domains, no external SOTA baselines, heavy expert DSL engineering, and unclear generalization, substantially limiting cross-field breadth and real-world uptake despite some conceptual novelty (NN feedback control).",2026-02-28T09:29:08.064565+00:00
cc79f844-8a10-4010-a1d6-f4150c3f6c95,iclr-codegen,4cf8c147-0103-4873-b9f8-84d572bc7f97,4f7e72d1-ffbe-4677-9a8c-7fb03f01b01c,4f7e72d1-ffbe-4677-9a8c-7fb03f01b01c,gemini,gemini-3-pro-preview,"InsightBench has higher potential impact because it establishes a new evaluation paradigm for a rapidly growing field (autonomous data analytics agents). While Paper 1 (RLCF) addresses an important technical problem in code generation, its impact is limited by the fast-moving nature of the field where larger models and execution-based feedback have arguably already superseded its specific approach (1.5B parameter scale, Java-only). InsightBench, conversely, fills a critical gap: existing benchmarks test code completion, but real-world demand is for end-to-end analysis (exploration, insight generation, reporting). By providing a controlled dataset with 'planted' insights and a rigorous evaluation methodology, it enables reproducible research on high-level agentic behaviors, which is a more timely and currently under-served area of research than basic code synthesis optimization.",2026-02-28T09:29:08.429342+00:00
4656fadb-7bc7-41ff-96c3-8d29e5125a16,iclr-codegen,e5d122db-683f-4371-a953-eda13c9dd2c8,a7dd8a0b-3deb-46d3-8ec2-8b437a5d784c,e5d122db-683f-4371-a953-eda13c9dd2c8,gemini,gemini-3-pro-preview,"Paper 1 (WebAgent) demonstrates higher impact potential through its significant architectural contribution (HTML-T5) and superior results on established benchmarks. While Paper 2 addresses an interesting niche (CAD generation), its improvements are incremental (7.3%) and the benchmark is small (200 items). Paper 1, conversely, introduces a novel pre-training objective and architecture specifically for HTML that achieves State-of-the-Art on major existing benchmarks (Mind2Web, MiniWoB++), offering a fundamental methodological advance in how LLMs process structured long-context documents. Its modular design (separating planning from execution) is highly influential for the broader field of AI agents, whereas Paper 2's contribution is more application-specific.",2026-02-28T09:29:08.462993+00:00
eda45e1c-723b-4c5a-a19d-e09800ae6426,iclr-codegen,b5b7a624-07ec-435b-a3f8-63635d23d7dc,386185c8-2ac6-4df7-96b2-1065271bee6c,386185c8-2ac6-4df7-96b2-1065271bee6c,openai,gpt-5.2,"Paper 2 (CodeChain) has higher expected scientific impact because it proposes a more novel and general inference-time framework—sub-module extraction, clustering, and representative reuse across self-revision rounds—that meaningfully shifts how LLM code generation can be improved (component-level vs whole-program). It demonstrates large, state-of-the-art gains on frontier competitive-programming benchmarks (APPS/CodeContests) with extensive ablations and broad model coverage, indicating methodological rigor and robustness. The approach is training-free and potentially transferable to other structured generation domains (proofs, plans, scientific workflows), expanding breadth of impact. Paper 1 is timely and valuable diagnostically (notably a cautionary negative result about self-generated tests), but offers modest performance gains, limited algorithmic novelty, and narrower demonstrated applicability (self-contained Python), reducing its likely downstream influence.",2026-02-28T09:29:09.449658+00:00
1ea7e0d4-fb52-4d40-8af1-9ab255214bec,iclr-codegen,e890bd22-3996-49ba-a129-c6bd5adff3e0,b298da5f-1522-44b5-993a-501a758fa43d,b298da5f-1522-44b5-993a-501a758fa43d,anthropic,claude-opus-4-6,"B-Coder presents a more novel and rigorous scientific contribution. It opens an entirely new algorithmic direction (value-based RL for program synthesis with LLMs) that challenges the community's default reliance on policy-based methods, providing principled theoretical foundations (energy-based Q-function initialization, conservative Bellman operator with convergence guarantees, and inverse Bellman reward recovery). The dual-use Q-function yielding a 'free' reward model is a genuinely impactful contribution with practical deployment implications. In contrast, LARG2 is a proof-of-concept in a crowded space (concurrent with Eureka, Text2Reward, L2R), with significant methodological weaknesses: no baselines, unclear evaluation metrics, narrow experimental scope, poor writing quality, and inconclusive ablations. B-Coder's broader applicability to RL+LLM research and its potential to inspire new algorithmic families give it substantially higher long-term scientific impact.",2026-02-28T09:29:10.195514+00:00
6787c08b-c418-4a94-a4f3-81171978c9c9,iclr-codegen,f2c11386-62ec-492f-8105-bca6393b8fd5,9fa54db4-663d-4d79-b31f-8b8089aa5a91,9fa54db4-663d-4d79-b31f-8b8089aa5a91,gemini,gemini-3-pro-preview,"BigCodeBench represents a fundamental infrastructural contribution to the field, whereas Paper 1 is a specific prompting strategy with weak empirical validation. Paper 2 addresses a critical gap in LLM evaluation (the saturation of simple algorithmic benchmarks like HumanEval) by introducing a rigorous, large-scale (1,140 tasks), multi-domain benchmark requiring complex library usage. Its methodology involves extensive human curation and reveals novel insights about 'model laziness' and instruction following. In contrast, Paper 1 relies on a tiny dataset (only ~39 medium problems for its main claim), a single model (GPT-4), and lacks statistical rigor. While 'print debugging' is a useful practical technique, Paper 1's scientific contribution is incremental compared to the likely standard-setting impact of BigCodeBench.",2026-02-28T09:29:11.479038+00:00
81fda8eb-351e-446f-9b73-8b36debf8cd2,iclr-codegen,ec96e2b4-3ceb-460c-abd7-687de1ac099a,3d50d413-563c-4c34-ba99-35d8b9861a9b,3d50d413-563c-4c34-ba99-35d8b9861a9b,anthropic,claude-opus-4-6,"ML-Bench has higher potential scientific impact due to several factors: (1) It introduces a novel benchmark filling a genuine gap in evaluating LLMs/agents on repository-level ML tasks, which serves the broader community as reusable infrastructure rather than a single-use method. Benchmarks historically accumulate citations as community standards. (2) Its breadth of impact is wider — it evaluates multiple LLMs and agent frameworks, providing insights relevant to the rapidly growing coding agent ecosystem. (3) The scale (9,641 examples, 18 repositories, dual evaluation setups) provides a comprehensive resource. (4) The timing is excellent, arriving as LLM agents proliferate but evaluation infrastructure lags. While EvAFuzz presents a solid engineering contribution combining evolutionary search with LLM-based fuzzing, its advance is incremental (9 vs. 7 crashes with a different LLM backbone), confined to a narrower subfield, and lacks statistical rigor in its comparisons.",2026-02-28T09:29:11.604089+00:00
ead245f3-31bb-468d-a9cc-281f4705d6a2,iclr-codegen,b3f9d9e3-21e2-4c7c-b2f2-d0af0d59f815,ec96e2b4-3ceb-460c-abd7-687de1ac099a,ec96e2b4-3ceb-460c-abd7-687de1ac099a,openai,gpt-5.2,"Paper 2 (EvAFuzz) has higher impact potential because it delivers a concrete, testable system that improves an important real-world task—finding crashes in widely used DL libraries—using a clear algorithmic contribution (evolutionary search + LLM generation + execution-feedback repair) supported by ablations and multi-library/LLM demonstrations. While gains are modest and comparisons are somewhat confounded, the method is implementable, timely, and transferable to other fuzzing/testing domains, giving it broader practical reach. Paper 1, despite ambitious mathematical framing, appears to largely repackage known theory, lacks implementation specifics, shows weak/unclear empirical validation, and exhibits a major theory–practice disconnect, sharply limiting credibility and downstream adoption.",2026-02-28T09:29:12.257608+00:00
19971ab2-91eb-4241-8481-22aea9dab7f2,iclr-codegen,743aa76d-76f6-4f2d-ba22-91b27be28290,4178bb16-2ad2-460d-9fca-7f718143fde3,743aa76d-76f6-4f2d-ba22-91b27be28290,gemini,gemini-3-pro-preview,"Paper 1 (Within-Prompt Search) introduces a more fundamental shift in how LLMs can perform search. By collapsing the policy and value function into a single autoregressive prompt with execution feedback, it offers a novel paradigm for 'implicit search' that is more elegant and potentially more generalizable than the graph-based ranking in Paper 2. While Paper 2 achieves strong empirical results, it relies on heavy sampling (800+ samples) and a complex graph construction that is computationally expensive and less conceptually novel (extending CodeT). Paper 1's approach of using the prompt itself as a search history with execution traces addresses a fundamental limitation of LLMs (lack of backtracking) in a way that feels like a more significant methodological breakthrough with wider implications for agentic reasoning beyond just code generation.",2026-02-28T09:29:12.775786+00:00
7fa90683-8b10-41a2-beac-b8c05b083d91,iclr-codegen,a782da4c-9ba1-4d89-9ac4-cd4771b0a61e,9fa54db4-663d-4d79-b31f-8b8089aa5a91,9fa54db4-663d-4d79-b31f-8b8089aa5a91,anthropic,claude-opus-4-6,"BigCodeBench has substantially higher scientific impact for several reasons: (1) Scale and breadth — 1,140 tasks across 139 libraries and 7 domains versus 85 real-world tasks in a narrow Logo-based DSL; (2) Community adoption potential — it fills the widely recognized saturation of HumanEval/MBPP with a practical successor, addressing a pain point felt across the entire LLM evaluation community; (3) Novel empirical findings with broad implications — the 'model laziness' phenomenon and instruction-following gap are actionable insights for model developers; (4) Methodological rigor — over one year of human curation by 20 expert annotators, 99% branch coverage, contamination analysis, and reproducible Docker-based infrastructure; (5) Longevity — with best models at ~60% and human performance at 97%, significant headroom remains; (6) Publication at ICLR 2025 and evaluation of 60 models establish it as a community standard. Paper 1 makes a solid but narrower contribution to educational AI/visual programming.",2026-02-28T09:29:14.002779+00:00
6feb9e5c-0516-44d9-8bda-147065524cf5,iclr-codegen,8817bbc6-ad70-4769-9c3f-262c405592cf,d1cba236-0c3c-4cb0-9140-62ac3aff4398,d1cba236-0c3c-4cb0-9140-62ac3aff4398,gemini,gemini-3-pro-preview,"LILO (Paper 2) demonstrates higher potential impact because it solves a fundamental problem in neurosymbolic AI: how to make learned symbolic abstractions usable by neural models. While Paper 1 offers a specific application for 3D grounding, LILO introduces a generalizable paradigm (combining symbolic compression with LLM-based auto-documentation) that drastically reduces the computational cost of library learning (from months to hours) compared to seminal works like DreamCoder. Its insight that 'anonymous code functions as obfuscation' and that documentation is a performance-critical bridge, not just a UX feature, is a deep methodological contribution relevant to the broader field of program synthesis and tool-using agents. Paper 1 is a solid engineering application but suffers from limited scope (bounding boxes only) and lower performance than existing supervised baselines.",2026-02-28T09:29:14.231331+00:00
a0564a88-25d6-4d7a-bf29-2b8e16523e86,iclr-codegen,9fa54db4-663d-4d79-b31f-8b8089aa5a91,84de18fb-6195-4772-a22e-f58607fe5068,9fa54db4-663d-4d79-b31f-8b8089aa5a91,openai,gpt-5.2,"Paper 1 is likely to have higher scientific impact because it delivers a timely, community-usable benchmark that fills a clear evaluation gap between toy coding tasks and repo-level agent benchmarks. Its large scale (1,140 tasks; 139 libraries; 7 domains), execution-based evaluation, and unusually rigorous tests (high branch coverage, multiple cases, sandboxed infra) make it immediately actionable for model development and reproducible comparison, with broad applicability across LLM coding, tool-use, and instruction-following research. Paper 2 is conceptually novel (neurally compiled internal libraries for algorithmic reasoning) but currently lacks methodological rigor and convincing evidence: limited tasks, weak results on key claims (e.g., sorting), missing baselines, and no demonstrated compositional reasoning at scale. Its long-term upside is high, but near-term impact is constrained by preliminary validation.",2026-02-28T09:29:14.697643+00:00
2d0619af-d739-4ee3-a630-91f4357b336a,iclr-codegen,8817bbc6-ad70-4769-9c3f-262c405592cf,6fa13fdd-de20-48c3-a5fe-2222576aae30,6fa13fdd-de20-48c3-a5fe-2222576aae30,anthropic,claude-opus-4-6,"Paper 2 delivers a fundamentally more impactful contribution. Its controlled comparison of induction vs. transduction on ARC yields a clean, generalizable insight — that these paradigms are complementary in principled, predictable ways — validated with rigorous statistical analysis. The near-human-level performance (54.4% vs. 60.2%) on a notoriously challenging benchmark is a significant empirical milestone. The synthetic data generation pipeline is independently valuable and transferable. The findings have broad implications for program synthesis, few-shot learning, and neurosymbolic AI. Paper 1, while presenting a clean symbolic framework for 3D visual grounding with efficiency advantages, achieves modest absolute performance (50.7% on Nr3D, trailing supervised and agent-based methods substantially), operates on a narrow set of geometric relations, and offers an incremental rather than transformative advance. Paper 2's conceptual clarity, experimental rigor, and breadth of implications give it significantly higher impact potential.",2026-02-28T09:29:15.017280+00:00
998c67c2-8fb9-45eb-ab82-1f160626306d,iclr-codegen,f2c11386-62ec-492f-8105-bca6393b8fd5,aa2ad91e-bfe3-4661-8d4c-64f3e1b2c9b5,aa2ad91e-bfe3-4661-8d4c-64f3e1b2c9b5,openai,gpt-5.2,"Paper 2 has higher likely scientific impact due to a more substantial and generalizable contribution: a large-scale dataset (77K+ human optimization edit pairs) plus a rigorous, reproducible evaluation methodology (gem5 full-system simulation) that directly addresses a known confounder in performance research (noisy benchmarking). It also explores a broad suite of prompting and finetuning strategies across multiple models with meaningful metrics (speedup/correctness), making it a strong benchmark + methods paper that can anchor future work across software engineering, systems, compilers, and ML. Paper 1 is a useful but incremental prompting/agentic debugging technique evaluated on a small dataset with limited baselines and generalizability (single model, no stats), so its influence is likely narrower and more fragile.",2026-02-28T09:29:15.988853+00:00
