id,dataset_id,title,decision,h1_avg_rating,year,scores,si_score,si_significance,si_rigor,si_novelty,si_clarity
4459372c-84b6-48e3-9889-b952594c1813,iclr-codegen,ExeDec: Execution Decomposition for Compositional Generalization in Neural Program Synthesis,Oral,7.0,2024,"[6.0, 8.0, 8.0, 6.0]",7.5,8,8,7,8
4cf8c147-0103-4873-b9f8-84d572bc7f97,iclr-codegen,Coarse-Tuning Models of Code with Reinforcement Learning Feedback,Reject,4.75,2024,"[5.0, 6.0, 3.0, 5.0]",6.0,6,5,6,7
4f7e72d1-ffbe-4677-9a8c-7fb03f01b01c,iclr-codegen,InsightBench: Evaluating Business Analytics Agents Through Multi-Step Insight Generation,Poster,5.75,2025,"[6.0, 6.0, 3.0, 8.0]",5.8,6,5,6,7
57970528-67de-43df-8bb3-58938cc7cbd7,iclr-codegen,Learning Code Preference via Synthetic Evolution,Reject,5.5,2025,"[5.0, 6.0, 5.0, 6.0]",7.5,8,7,7,8
62ba1694-1fb2-448f-b3c2-f49aa43e2120,iclr-codegen,Planning-Driven Programming: A Large Language Model Programming Workflow,Withdrawn,4.75,2025,"[8.0, 5.0, 3.0, 3.0]",6.8,7,7,6,7
6804c1ae-df77-4826-a18f-d5d90d0b44a3,iclr-codegen,Guided Sketch-Based Program Induction by Search Gradients,Reject,2.5,2024,"[3.0, 3.0, 3.0, 1.0]",3.2,4,2,4,5
6a763b58-d617-413a-a49e-44641eccd964,iclr-codegen,RLSF: Reinforcement Learning via Symbolic Feedback,Reject,5.75,2025,"[5.0, 6.0, 6.0, 6.0]",7.2,8,6,7,8
6e7fdf86-2a1b-48f3-a377-f6b9ee2ff398,iclr-codegen,Beyond Correctness: Benchmarking Multi-dimensional Code Generation for Large Language Models,Withdrawn,3.6,2025,"[3.0, 6.0, 3.0, 3.0, 3.0]",6.8,7,6,7,8
6fa13fdd-de20-48c3-a5fe-2222576aae30,iclr-codegen,Combining Induction and Transduction for Abstract Reasoning,Poster,6.25,2025,"[8.0, 3.0, 6.0, 8.0]",8.0,8,8,7,8
743aa76d-76f6-4f2d-ba22-91b27be28290,iclr-codegen,Execution-guided within-prompt search for programming-by-example,Poster,5.75,2025,"[6.0, 6.0, 6.0, 5.0]",6.5,6,6,7,8
74b4b48f-fe31-4dec-966a-2c68cd29fb5a,iclr-codegen,MathCoder: Seamless Code Integration in LLMs for Enhanced Mathematical Reasoning,Poster,5.75,2024,"[6.0, 5.0, 6.0, 6.0]",7.2,8,7,6,8
7f0424a0-1636-4645-82bb-6e658bafdf0f,iclr-codegen,SecCodePLT: A Unified Platform for Evaluating the Security of Code GenAI,Reject,5.0,2025,"[6.0, 3.0, 5.0, 6.0]",7.2,8,7,6,8
84de18fb-6195-4772-a22e-f58607fe5068,iclr-codegen,Algorithmic Language Models with Neurally Compiled Libraries,Reject,3.75,2025,"[5.0, 6.0, 3.0, 1.0]",5.0,6,4,6,5
85c30abe-30af-4c61-9764-853078b6ba29,iclr-codegen,SWE-Bench+: Enhanced Coding Benchmark for LLMs,Reject,3.75,2025,"[3.0, 6.0, 3.0, 3.0]",6.5,8,6,5,7
8817bbc6-ad70-4769-9c3f-262c405592cf,iclr-codegen,Evolving Symbolic 3D Visual Grounder with Weakly Supervised Reflection,Withdrawn,4.166666666666667,2025,"[5.0, 3.0, 6.0, 5.0, 3.0, 3.0]",5.5,6,5,7,7
8a45fb2e-3d14-4d00-aea3-ed375c4791e5,iclr-codegen,Effi-Code: Unleashing Code Efficiency in Language Models,Reject,4.0,2025,"[6.0, 3.0, 6.0, 1.0]",6.2,7,5,6,7
9fa54db4-663d-4d79-b31f-8b8089aa5a91,iclr-codegen,BigCodeBench: Benchmarking Code Generation with Diverse Function Calls and Complex Instructions,Oral,9.0,2025,"[8.0, 8.0, 10.0, 10.0]",7.8,8,8,7,8
a0bb7e32-e7e7-4eb0-a8e0-4f49ce80390f,iclr-codegen,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,Poster,7.2,2024,"[8.0, 6.0, 6.0, 8.0, 8.0]",7.2,8,6,7,8
a0f94013-f4af-4f99-b360-6f1925ea5ce0,iclr-codegen,Batched Low-Rank Adaptation of Foundation Models,Oral,8.0,2024,"[8.0, 8.0, 8.0, 8.0]",6.8,7,6,6,8
a1ea26f9-c8cd-4c68-b6d2-259ac76f7915,iclr-codegen,CodeIt: Abstract Reasoning with Iterative Policy-Guided Program Synthesis,Reject,5.75,2024,"[6.0, 5.0, 6.0, 6.0]",6.8,7,6,7,7
a5ef4712-caba-47bd-9725-e65d9ab295c3,iclr-codegen,Improve Code Generation with Feedback,Reject,3.0,2025,"[1.0, 3.0, 3.0, 5.0]",4.8,5,4,4,6
a73bdbda-cd41-4e7a-9313-da3805243655,iclr-codegen,Selective Prompt Anchoring for Code Generation,Reject,5.5,2025,"[5.0, 6.0, 5.0, 6.0]",6.8,7,6,7,8
a782da4c-9ba1-4d89-9ac4-cd4771b0a61e,iclr-codegen,Program Synthesis Benchmark for Visual Programming in XLogoOnline Environment,Reject,5.8,2025,"[5.0, 5.0, 3.0, 8.0, 8.0]",5.8,6,6,5,7
a7dd8a0b-3deb-46d3-8ec2-8b437a5d784c,iclr-codegen,Generating CAD Code with Vision-Language Models for 3D Designs,Poster,6.0,2025,"[6.0, 6.0, 6.0, 6.0]",5.8,6,5,6,7
a83ff807-fa8c-4ff7-83e8-9e016de80a8a,iclr-codegen,Arctic-SnowCoder: Demystifying High-Quality Data in Code Pretraining,Reject,5.5,2025,"[5.0, 6.0, 5.0, 6.0]",6.8,7,7,6,8
a95e6d60-ed6c-4b78-90d0-f3855564028b,iclr-codegen,CodeUpdateArena: Benchmarking Knowledge Editing on API Updates,Reject,5.4,2025,"[5.0, 5.0, 3.0, 6.0, 8.0]",6.3,7,6,7,7
aa2ad91e-bfe3-4661-8d4c-64f3e1b2c9b5,iclr-codegen,Learning Performance-Improving Code Edits,Spotlight,7.25,2024,"[8.0, 8.0, 5.0, 8.0]",7.8,8,8,7,8
b156aeed-6839-4d29-9ad9-c88efc60a30b,iclr-codegen,CodeDPO: Aligning Code Models with Self Generated and Verified Source Code,Reject,4.25,2025,"[3.0, 5.0, 3.0, 6.0]",6.8,7,7,6,7
b298da5f-1522-44b5-993a-501a758fa43d,iclr-codegen,$\mathcal{B}$-Coder: Value-Based Deep Reinforcement Learning for Program Synthesis,Spotlight,7.5,2024,"[8.0, 6.0, 8.0, 8.0]",7.2,7,7,8,7
b3f9d9e3-21e2-4c7c-b2f2-d0af0d59f815,iclr-codegen,Enhancing Cross-Lingual and Cross-Domain Adaptability in Large Language Models for Software Engineering,Reject,3.4,2025,"[5.0, 3.0, 3.0, 1.0, 5.0]",3.0,5,2,3,2
b5b7a624-07ec-435b-a3f8-63635d23d7dc,iclr-codegen,Revisit Self-Debugging with Self-Generated Tests for Code Generation,Reject,6.25,2025,"[5.0, 6.0, 6.0, 8.0]",5.8,6,6,5,7
c0b367d7-5bf2-4272-8d65-879427f5de7a,iclr-codegen,How efficient is LLM-generated code? A rigorous & high-standard benchmark,Poster,5.75,2025,"[6.0, 5.0, 6.0, 6.0]",7.6,8,8,7,8
c2d21b9a-5865-41a1-a1e5-1bda3e9fa08c,iclr-codegen,Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation,Reject,6.2,2024,"[6.0, 8.0, 6.0, 6.0, 5.0]",7.2,7,6,8,8
c59932aa-17f2-48d0-bb28-439f922df52d,iclr-codegen,ChartMimic: Evaluating LMM's Cross-Modal Reasoning Capability via Chart-to-Code Generation,Poster,7.0,2025,"[6.0, 8.0, 6.0, 8.0]",7.2,7,7,6,8
c638fd5a-e8d5-4a24-990d-e0242fb8aa49,iclr-codegen,Grounding Code Generation with Input-Output Specifications,Reject,4.5,2024,"[5.0, 5.0, 5.0, 3.0]",6.2,7,5,6,7
c9881514-f638-4b02-a8f2-464b118aae5b,iclr-codegen,Spider 2.0: Evaluating Language Models on Real-World Enterprise Text-to-SQL Workflows,Oral,8.0,2025,"[8.0, 8.0, 8.0, 8.0]",8.2,9,8,7,8
d0680b4e-9428-4a20-b9e3-b49c02c25c24,iclr-codegen,Beyond Accuracy: Evaluating Self-Consistency of Code Large Language Models with IdentityChain,Poster,6.25,2024,"[6.0, 8.0, 3.0, 8.0]",6.8,7,7,7,8
d1cba236-0c3c-4cb0-9140-62ac3aff4398,iclr-codegen,LILO: Learning Interpretable Libraries by Compressing and Documenting Code,Poster,7.0,2024,"[8.0, 6.0, 8.0, 6.0]",7.6,8,7,7,8
d95b1a61-59dd-4516-b0dd-710958d283a2,iclr-codegen,AutoCoder: Enhancing Code Large Language Model with AIEV-INSTRUCT,Reject,3.5,2025,"[3.0, 3.0, 5.0, 3.0]",5.0,5,4,5,6
e5d122db-683f-4371-a953-eda13c9dd2c8,iclr-codegen,"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis",Oral,7.25,2024,"[8.0, 8.0, 8.0, 5.0]",7.8,8,7,7,8
e890bd22-3996-49ba-a129-c6bd5adff3e0,iclr-codegen,"LARG2, Language-based Automatic Reward and Goal Generation",Reject,3.0,2024,"[3.0, 3.0, 3.0, 3.0]",4.8,5,4,4,5
ec96e2b4-3ceb-460c-abd7-687de1ac099a,iclr-codegen,Searching Strengthens Large Language Models in Finding Bugs of Deep Learning Libraries,Withdrawn,3.5,2025,"[5.0, 3.0, 3.0, 3.0]",5.8,6,5,5,7
f2c11386-62ec-492f-8105-bca6393b8fd5,iclr-codegen,Leveraging Print Debugging to Improve Code Generation in Large Language Models,Withdrawn,4.25,2024,"[6.0, 3.0, 3.0, 5.0]",4.2,4,4,3,6
fa7f119e-6b0a-4de1-8567-965eca1066fc,iclr-codegen,Unmasking the Version-Switching Capabilities of Code Generation Models,Withdrawn,3.5,2025,"[3.0, 3.0, 3.0, 5.0]",6.3,7,7,5,7
fb4ea0b9-b036-44a8-b816-5d429e092bf5,iclr-codegen,COOL: Efficient and Reliable Chain-Oriented Objective Logic with Neural Networks Feedback Control for Program Synthesis,Withdrawn,2.5,2025,"[1.0, 1.0, 5.0, 3.0]",4.2,4,4,5,4
0699ad9a-37e4-4859-9925-de6337fe2af4,iclr-fairness,Don't Play Favorites: Minority Guidance for Diffusion Models,Poster,5.25,2024,"[3.0, 6.0, 6.0, 6.0]",7.3,8,7,7,8
0775e9ed-b9e1-4b6d-b727-e44c4d352a38,iclr-fairness,Distribution-Free Fair Federated Learning with Small Samples,Reject,5.8,2024,"[6.0, 5.0, 5.0, 8.0, 5.0]",7.2,8,7,6,8
09f72c11-5911-455a-bf95-16ef5a120696,iclr-fairness,Improving Fairness and Mitigating MADness in Generative Models,Reject,4.0,2025,"[5.0, 3.0, 5.0, 3.0]",5.8,7,5,7,7
0f1bb773-b90e-4ddb-a515-80d4cfb0fede,iclr-fairness,On Socially Fair Regression and Low-Rank Approximation,Reject,4.5,2024,"[3.0, 6.0, 3.0, 6.0]",7.5,8,8,7,8
15716863-0d95-421b-8f29-d3c2138d4a5d,iclr-fairness,FairTune: Optimizing Parameter Efficient Fine Tuning for Fairness in Medical Image Analysis,Poster,6.0,2024,"[6.0, 6.0, 6.0, 6.0]",6.8,7,6,7,8
246ab7a2-6867-4ba5-8f4c-aa9f802a4b0a,iclr-fairness,A Differentiable Rank-Based Objective for Better Feature Learning,Poster,6.0,2025,"[6.0, 6.0, 6.0, 6.0]",6.2,6,6,7,7
24f4ffe7-5172-47cb-a774-58028a976185,iclr-fairness,First-Person Fairness in Chatbots,Spotlight,7.25,2025,"[8.0, 8.0, 8.0, 5.0]",7.2,8,6,7,8
295c1e1b-21df-4fd3-9857-3288a34a993f,iclr-fairness,Utility as Fair Pricing,Reject,5.25,2025,"[6.0, 6.0, 6.0, 3.0]",5.0,6,4,6,4
3de5d141-0185-4d8d-be30-d0fa2be0f07f,iclr-fairness,FairlyUncertain: A Comprehensive Benchmark of Uncertainty in Algorithmic Fairness,Reject,5.6,2025,"[5.0, 6.0, 6.0, 6.0, 5.0]",6.2,7,6,6,7
3ebc6081-a604-414d-b045-ce0c12de9c2b,iclr-fairness,Evaluating Gender Bias Transfer between Pre-trained and Prompt-Adapted Language Models,Reject,6.0,2025,"[6.0, 5.0, 5.0, 8.0]",5.8,6,5,5,7
4082de1a-f45c-48ef-8d16-5a012252c243,iclr-fairness,Debias your VLM with Counterfactuals: A Unified Approach,Reject,5.0,2024,"[5.0, 5.0, 5.0, 5.0]",6.3,7,6,6,7
414dd97a-34db-45cd-ba2f-bc91ca6cc2e2,iclr-fairness,Entropy-Based Aggregation for Fair and Effective Federated Learning,Reject,6.0,2025,"[5.0, 6.0, 5.0, 6.0, 8.0]",6.8,7,7,6,7
4483e9bb-7376-4a32-8b96-dc81ea0043f9,iclr-fairness,An Effective Theory of Bias Amplification,Poster,7.0,2025,"[8.0, 6.0, 6.0, 8.0]",7.8,8,9,7,8
449ee865-c511-4141-aa7e-de17b2d4a19e,iclr-fairness,Eye Fairness: A Large-Scale 3D Imaging Dataset for Equitable Eye Diseases Screening and Fair Identity Scaling,Reject,5.5,2024,"[6.0, 5.0, 6.0, 5.0]",6.8,8,5,7,7
49f35657-e13c-47ec-98df-13febe305504,iclr-fairness,The Fair Language Model Paradox,Reject,4.75,2025,"[5.0, 6.0, 3.0, 5.0]",5.8,6,5,7,7
4d887abe-44a9-47e2-8ba6-09e8c5961f7b,iclr-fairness,Efficient Fairness-Performance Pareto Front Computation,Reject,6.0,2025,"[6.0, 6.0, 8.0, 5.0, 5.0]",7.3,8,7,8,7
4e20071a-37cf-4ab1-a6d1-62aa554047fe,iclr-fairness,Sensitivity Verification for Additive Decision Tree Ensembles,Poster,6.4,2025,"[6.0, 8.0, 6.0, 6.0, 6.0]",6.3,6,7,6,7
566f680c-917f-446c-b0fe-f0d161a94510,iclr-fairness,Prediction without Preclusion: Recourse Verification with Reachable Sets,Spotlight,6.0,2024,"[6.0, 5.0, 8.0, 5.0]",7.8,8,7,8,8
5ae08406-f63f-4e84-86a2-399fdf6a30ad,iclr-fairness,Self-Preference Bias in LLM-as-a-Judge,Reject,4.5,2025,"[3.0, 6.0, 6.0, 3.0]",6.8,8,5,7,7
645fbc4f-a768-42fe-be7b-4abd26568e1b,iclr-fairness,It HAS to be Subjective: Human Annotator Simulation via Zero-shot Density Estimation,Reject,5.5,2024,"[5.0, 6.0, 6.0, 5.0]",7.4,8,7,8,7
6817274c-7a5c-4015-b288-7819795bd257,iclr-fairness,Unprocessing Seven Years of Algorithmic Fairness,Oral,7.0,2024,"[6.0, 8.0, 6.0, 8.0]",8.3,9,8,7,9
6be819b4-f097-4688-beac-9212c938b98c,iclr-fairness,FairGen: controlling fair generations in diffusion models via adaptive latent guidance,Reject,4.0,2025,"[5.0, 5.0, 3.0, 3.0]",6.5,7,5,6,8
6f49a500-6d7f-4c0d-b5f4-58fdcd1e7f05,iclr-fairness,MultiContrievers: Analysis of Dense Retrieval Representations,Reject,4.5,2024,"[6.0, 3.0, 6.0, 3.0]",6.5,7,6,7,7
701026ae-b9ca-441b-85e4-6d12e910b2d3,iclr-fairness,A Generic Framework for Conformal Fairness,Poster,6.0,2025,"[6.0, 6.0, 6.0, 6.0]",6.8,7,7,6,8
704bab49-def8-40e4-98c5-f737485dd405,iclr-fairness,BAdd: Bias Mitigation through Bias Addition,Reject,6.0,2025,"[5.0, 6.0, 8.0, 5.0]",7.2,8,7,6,8
71f2e811-ef52-473c-bb45-0d555f229996,iclr-fairness,On the Effect of Defection in Federated Learning and How to Prevent It,Reject,3.75,2024,"[3.0, 3.0, 6.0, 3.0]",5.8,6,5,7,7
75387262-135f-495c-9501-74fddffddc15,iclr-fairness,Competitive Fair Scheduling with Predictions,Poster,6.8,2025,"[8.0, 6.0, 8.0, 6.0, 6.0]",6.8,7,7,7,6
7b9ad858-d32a-4da6-be94-e40b2326f6d6,iclr-fairness,"Small Variance, Big Fairness: A Path to Harmless Fairness without Demographics",Reject,5.0,2024,"[3.0, 5.0, 6.0, 6.0]",6.8,7,6,7,7.5
7d84865b-a03b-4547-9954-0e414db0d45d,iclr-fairness,Conformal Prediction Sets Can Cause Disparate Impact,Spotlight,7.25,2025,"[5.0, 8.0, 8.0, 8.0]",7.8,9,7,8,8
7e3f709e-c00a-4d38-abf3-b73d16c8e293,iclr-fairness,Fair Off-Policy Learning from Observational Data,Reject,6.0,2024,"[5.0, 8.0, 5.0, 6.0]",6.2,7,5.5,6,7
7fa64a57-7ec9-4ae3-a613-65fc6a15299c,iclr-fairness,CEB: Compositional Evaluation Benchmark for Fairness in Large Language Models,Spotlight,7.5,2025,"[8.0, 8.0, 6.0, 8.0]",5.5,6,5,5,7
814c8479-1d03-426f-b4b6-22c58d7db864,iclr-fairness,FairDen: Fair Density-Based Clustering,Poster,6.75,2025,"[6.0, 5.0, 8.0, 8.0]",6.3,7,6,6,7
8a544450-2fa8-4efa-bd43-273856f5d634,iclr-fairness,"Does Progress On Object Recognition Benchmarks Improve Generalization on Crowdsourced, Global Data?",Poster,6.25,2024,"[6.0, 5.0, 8.0, 6.0]",7.5,9,8,6,8
8ac9a049-3f81-47fe-93be-1d07b6a4a972,iclr-fairness,GenDataAgent: On-the-fly Dataset Augmentation with Synthetic Data,Poster,6.25,2025,"[3.0, 8.0, 8.0, 6.0]",6.3,7,6,5,7
8b54619b-5d42-427a-853b-304707550bd1,iclr-fairness,FairMT-Bench: Benchmarking Fairness for Multi-turn Dialogue in Conversational LLMs,Spotlight,7.0,2025,"[8.0, 6.0, 8.0, 6.0]",6.8,7,6,7,7
8ebf95b7-3f0c-41d4-8fff-a5be90ef0773,iclr-fairness,Enhancing Group Fairness in Federated Learning through Personalization,Reject,4.5,2025,"[3.0, 5.0, 5.0, 5.0]",5.8,6,5,6,7
93e9a1e7-6ca6-4d0a-bab9-293e31dcc5c1,iclr-fairness,fairret: a Framework for Differentiable Fairness Regularization Terms,Poster,6.0,2024,"[8.0, 5.0, 8.0, 3.0]",5.8,6,6,5,7
9d58381a-cab0-450d-b8f1-6bd621777587,iclr-fairness,Kill Two Birds with One Stone: Rethinking Data Augmentation for Deep Long-tailed Learning,Poster,6.75,2024,"[8.0, 5.0, 6.0, 8.0]",6.8,7,7,7,7
9e1d8a81-9fd3-48b9-ab00-126c7b9ca159,iclr-fairness,Enhancing Group Fairness in Federated Learning through Personalization,Reject,4.0,2024,"[5.0, 5.0, 3.0, 3.0]",4.5,5,3,5,6
a1df0904-92bd-403b-a37c-864878d03084,iclr-fairness,"Rethinking Counterfactual Fairness: On Which Individuals to Enforce, and How?",Reject,4.25,2024,"[5.0, 3.0, 6.0, 3.0]",6.8,8,6,8,7
a2bc3253-4467-4d16-87b9-2b26b76e6c62,iclr-fairness,A Logical Framework for Verification of AI Fairness,Reject,2.5,2024,"[1.0, 1.0, 3.0, 5.0]",3.0,2,2,4,5
a61b7173-60b3-44b6-b46e-e00e13dd4fa4,iclr-fairness,Learning Actionable Counterfactual Explanations in Large State Spaces,Reject,4.25,2025,"[5.0, 6.0, 1.0, 5.0]",5.0,6,4,5,6
a67547cb-d7e5-4e33-a69e-71f673abbabe,iclr-fairness,Long-Term Fairness in Reinforcement Learning with Bisimulation Metrics,Reject,5.5,2025,"[5.0, 5.0, 6.0, 6.0]",6.3,7,5.5,7.5,7
a91747b9-f66d-4f1a-b057-98b1d39d9d1f,iclr-fairness,AITTI: Learning Adaptive Inclusive Token for Text-to-Image Generation,Reject,5.0,2025,"[5.0, 5.0, 5.0, 5.0]",6.3,6,6,6,7
a975eda5-b86f-44e9-a4c8-ba459ccc35d1,iclr-fairness,"Towards Fair Graph Anomaly Detection: Problem, New Datasets, and Evaluation",Reject,5.5,2024,"[3.0, 5.0, 6.0, 8.0]",6.0,7,5,5,7
aa66268c-d5c4-490d-a5da-588bd5ff6570,iclr-fairness,"No Free Lunch: Retrieval-Augmented Generation Undermines Fairness in LLMs, Even for Vigilant Users",Reject,4.5,2025,"[3.0, 6.0, 6.0, 3.0]",6.8,7.5,6.0,7,7.5
ab87396f-4a7f-4e78-a8db-c66155a42ff8,iclr-fairness,Cauchy-Schwarz Fairness Regularizer,Reject,3.5,2025,"[5.0, 3.0, 3.0, 3.0]",5.5,6,5,5,7
b08e08c9-d409-4e07-aff4-942ea18a8bad,iclr-fairness,FairLoRA: Targeted Bias Mitigation without Performance Loss,Reject,5.0,2025,"[6.0, 8.0, 3.0, 3.0]",5.8,6,5,6,7
b5d49b95-7f06-4176-97a4-19e22526895f,iclr-fairness,Enhancing Group Fairness in Online Settings Using Oblique Decision Forests,Spotlight,7.0,2024,"[8.0, 8.0, 8.0, 5.0, 6.0]",7.2,7,7,7,8
badbba43-1075-4aab-aea9-5040bcc2eca5,iclr-fairness,FairReweighing: density estimation-based reweighing framework for improving separation in fair regression,Reject,3.75,2024,"[6.0, 3.0, 3.0, 3.0]",4.0,4,3,4,6
c0015a0c-d32c-4375-8204-4471ec6ac365,iclr-fairness,Fair Classifiers that Abstain without Harm,Poster,6.5,2024,"[6.0, 8.0, 6.0, 6.0]",6.5,7,6,7,7
c017ff64-1bc2-46a6-a0b0-e210edd9681a,iclr-fairness,Fair and Efficient Contribution Valuation for Vertical Federated Learning,Poster,6.5,2024,"[6.0, 6.0, 8.0, 6.0]",6.8,7,7,6,8
c0bb76f8-6cfd-4012-b4ff-9918600ab57d,iclr-fairness,"""What Data Benefits My Classifier?"" Enhancing Model Performance and Interpretability through Influence-Based Data Selection",Oral,6.4,2024,"[6.0, 6.0, 6.0, 8.0, 6.0]",6.8,7,7,5,8
c1014cf6-5298-474a-83f2-6eeb8c2acc7a,iclr-fairness,An Online Learning Theory of Trading-Volume Maximization,Poster,7.0,2025,"[6.0, 8.0, 6.0, 8.0]",7.3,7,9,6,8
c7bc06e2-ec37-4fa7-b99b-27225dc823ec,iclr-fairness,Towards Fair Knowledge Distillation using Student Feedback,Reject,5.6,2024,"[6.0, 5.0, 5.0, 6.0, 6.0]",5.5,7,5,5,7
c8af1783-264b-43cd-989d-1f516689287d,iclr-fairness,Fair Text-to-Image Diffusion via Fair Mapping,Reject,5.4,2024,"[5.0, 5.0, 6.0, 5.0, 6.0]",4.5,5,4,4,6
ca4954f8-e4cc-4b8f-b5fd-a629eecd1468,iclr-fairness,Towards counterfactual fairness through auxiliary variables,Poster,6.0,2025,"[8.0, 5.0, 3.0, 8.0]",5.5,6,4,6,6
cb4837e6-e53a-479a-a118-1e460f645c92,iclr-fairness,Towards Poisoning Fair Representations,Poster,6.0,2024,"[3.0, 5.0, 8.0, 6.0, 8.0]",6.8,7,7,7,7
cbaf31db-69a9-436d-971f-635231b2a861,iclr-fairness,Fair Feature Importance Scores for Interpreting Tree-Based Methods and Surrogates,Reject,4.5,2024,"[3.0, 5.0, 5.0, 5.0]",5.5,6,5,5,7
d82f2b2f-4374-48ba-a7e8-7021991bc2c7,iclr-fairness,PLS-based approach for Fair Representation Learning,Reject,4.5,2025,"[5.0, 5.0, 3.0, 5.0]",4.5,4,4,4,6
dff1661d-4c2e-4045-a2b5-f4235b9ebbac,iclr-fairness,Fair Submodular Cover,Poster,6.5,2025,"[8.0, 6.0, 6.0, 6.0]",6.8,7,7,6,7
dffa2755-a055-4466-b32a-2124aee05383,iclr-fairness,SEBRA : Debiasing through Self-Guided Bias Ranking,Poster,5.75,2025,"[6.0, 6.0, 6.0, 5.0]",7.2,7,7,7,7
e8e31b5c-4e32-43e2-b4f3-af8d1335af49,iclr-fairness,Regretful Decisions under Label Noise,Poster,6.75,2025,"[5.0, 6.0, 8.0, 8.0]",7.8,8,8,8,7.5
